ImagePath,Label
Highway/Highway_1343.jpg,3
Pasture/Pasture_864.jpg,5
Highway/Highway_1342.jpg,3
Pasture/Pasture_1787.jpg,5
River/River_1657.jpg,8
Industrial/Industrial_537.jpg,4
PermanentCrop/PermanentCrop_841.jpg,6
AnnualCrop/AnnualCrop_1067.jpg,0
Forest/Forest_1540.jpg,1
Forest/Forest_976.jpg,1
HerbaceousVegetation/HerbaceousVegetation_1458.jpg,2
AnnualCrop/AnnualCrop_933.jpg,0
SeaLake/SeaLake_2181.jpg,9
River/River_564.jpg,8
River/River_653.jpg,8
Forest/Forest_1087.jpg,1
Residential/Residential_418.jpg,7
SeaLake/SeaLake_2690.jpg,9
River/River_510.jpg,8
Residential/Residential_482.jpg,7
Industrial/Industrial_2173.jpg,4
Forest/Forest_720.jpg,1
Forest/Forest_2858.jpg,1
AnnualCrop/AnnualCrop_122.jpg,0
Residential/Residential_338.jpg,7
AnnualCrop/AnnualCrop_680.jpg,0
HerbaceousVegetation/HerbaceousVegetation_310.jpg,2
Residential/Residential_1913.jpg,7
Industrial/Industrial_1887.jpg,4
Industrial/Industrial_208.jpg,4
Pasture/Pasture_979.jpg,5
River/River_1479.jpg,8
AnnualCrop/AnnualCrop_304.jpg,0
Industrial/Industrial_132.jpg,4
Industrial/Industrial_1122.jpg,4
Residential/Residential_2827.jpg,7
Industrial/Industrial_2175.jpg,4
Residential/Residential_2103.jpg,7
Highway/Highway_2413.jpg,3
HerbaceousVegetation/HerbaceousVegetation_2666.jpg,2
Industrial/Industrial_592.jpg,4
Residential/Residential_2709.jpg,7
Forest/Forest_2471.jpg,1
SeaLake/SeaLake_1196.jpg,9
Highway/Highway_1644.jpg,3
PermanentCrop/PermanentCrop_2065.jpg,6
PermanentCrop/PermanentCrop_2017.jpg,6
Forest/Forest_1224.jpg,1
SeaLake/SeaLake_1710.jpg,9
AnnualCrop/AnnualCrop_997.jpg,0
Highway/Highway_2476.jpg,3
Residential/Residential_1498.jpg,7
HerbaceousVegetation/HerbaceousVegetation_2312.jpg,2
Pasture/Pasture_553.jpg,5
SeaLake/SeaLake_238.jpg,9
HerbaceousVegetation/HerbaceousVegetation_2452.jpg,2
PermanentCrop/PermanentCrop_833.jpg,6
Industrial/Industrial_125.jpg,4
Highway/Highway_968.jpg,3
Residential/Residential_2993.jpg,7
HerbaceousVegetation/HerbaceousVegetation_36.jpg,2
AnnualCrop/AnnualCrop_1638.jpg,0
SeaLake/SeaLake_14.jpg,9
Highway/Highway_159.jpg,3
Highway/Highway_2109.jpg,3
PermanentCrop/PermanentCrop_1077.jpg,6
HerbaceousVegetation/HerbaceousVegetation_886.jpg,2
HerbaceousVegetation/HerbaceousVegetation_106.jpg,2
Forest/Forest_1036.jpg,1
Highway/Highway_1888.jpg,3
Highway/Highway_1026.jpg,3
Industrial/Industrial_1289.jpg,4
PermanentCrop/PermanentCrop_1299.jpg,6
Residential/Residential_721.jpg,7
HerbaceousVegetation/HerbaceousVegetation_360.jpg,2
Industrial/Industrial_73.jpg,4
Industrial/Industrial_620.jpg,4
HerbaceousVegetation/HerbaceousVegetation_1298.jpg,2
PermanentCrop/PermanentCrop_1615.jpg,6
HerbaceousVegetation/HerbaceousVegetation_2682.jpg,2
AnnualCrop/AnnualCrop_1950.jpg,0
Residential/Residential_1787.jpg,7
HerbaceousVegetation/HerbaceousVegetation_2060.jpg,2
Industrial/Industrial_103.jpg,4
Industrial/Industrial_1961.jpg,4
HerbaceousVegetation/HerbaceousVegetation_486.jpg,2
AnnualCrop/AnnualCrop_695.jpg,0
HerbaceousVegetation/HerbaceousVegetation_2091.jpg,2
Residential/Residential_2201.jpg,7
HerbaceousVegetation/HerbaceousVegetation_392.jpg,2
River/River_475.jpg,8
Industrial/Industrial_1573.jpg,4
Forest/Forest_72.jpg,1
HerbaceousVegetation/HerbaceousVegetation_1123.jpg,2
Residential/Residential_907.jpg,7
PermanentCrop/PermanentCrop_338.jpg,6
AnnualCrop/AnnualCrop_2264.jpg,0
River/River_1570.jpg,8
Forest/Forest_417.jpg,1
HerbaceousVegetation/HerbaceousVegetation_745.jpg,2
Forest/Forest_1085.jpg,1
Industrial/Industrial_633.jpg,4
Industrial/Industrial_2133.jpg,4
Highway/Highway_208.jpg,3
PermanentCrop/PermanentCrop_1196.jpg,6
Highway/Highway_251.jpg,3
HerbaceousVegetation/HerbaceousVegetation_1885.jpg,2
SeaLake/SeaLake_620.jpg,9
SeaLake/SeaLake_344.jpg,9
Pasture/Pasture_501.jpg,5
SeaLake/SeaLake_473.jpg,9
PermanentCrop/PermanentCrop_2247.jpg,6
Pasture/Pasture_1588.jpg,5
River/River_1165.jpg,8
River/River_1682.jpg,8
Pasture/Pasture_1012.jpg,5
Forest/Forest_616.jpg,1
Pasture/Pasture_1177.jpg,5
HerbaceousVegetation/HerbaceousVegetation_2751.jpg,2
Residential/Residential_1296.jpg,7
Pasture/Pasture_181.jpg,5
Forest/Forest_1446.jpg,1
SeaLake/SeaLake_1949.jpg,9
SeaLake/SeaLake_360.jpg,9
Highway/Highway_1353.jpg,3
PermanentCrop/PermanentCrop_1193.jpg,6
PermanentCrop/PermanentCrop_626.jpg,6
AnnualCrop/AnnualCrop_2490.jpg,0
River/River_1884.jpg,8
Highway/Highway_891.jpg,3
Pasture/Pasture_831.jpg,5
SeaLake/SeaLake_2826.jpg,9
PermanentCrop/PermanentCrop_1152.jpg,6
Forest/Forest_2681.jpg,1
Pasture/Pasture_1550.jpg,5
PermanentCrop/PermanentCrop_518.jpg,6
HerbaceousVegetation/HerbaceousVegetation_2140.jpg,2
AnnualCrop/AnnualCrop_2536.jpg,0
AnnualCrop/AnnualCrop_863.jpg,0
River/River_2465.jpg,8
PermanentCrop/PermanentCrop_1726.jpg,6
HerbaceousVegetation/HerbaceousVegetation_1948.jpg,2
AnnualCrop/AnnualCrop_2144.jpg,0
AnnualCrop/AnnualCrop_2082.jpg,0
SeaLake/SeaLake_1348.jpg,9
Forest/Forest_711.jpg,1
Residential/Residential_1466.jpg,7
Pasture/Pasture_1716.jpg,5
Highway/Highway_2474.jpg,3
PermanentCrop/PermanentCrop_1456.jpg,6
Forest/Forest_2722.jpg,1
Industrial/Industrial_1700.jpg,4
Forest/Forest_1428.jpg,1
Highway/Highway_356.jpg,3
Forest/Forest_2919.jpg,1
PermanentCrop/PermanentCrop_1169.jpg,6
Highway/Highway_293.jpg,3
River/River_700.jpg,8
Residential/Residential_1824.jpg,7
Industrial/Industrial_607.jpg,4
Forest/Forest_927.jpg,1
SeaLake/SeaLake_1307.jpg,9
Forest/Forest_246.jpg,1
River/River_1263.jpg,8
Industrial/Industrial_1982.jpg,4
AnnualCrop/AnnualCrop_1975.jpg,0
PermanentCrop/PermanentCrop_1645.jpg,6
Forest/Forest_2765.jpg,1
PermanentCrop/PermanentCrop_2309.jpg,6
SeaLake/SeaLake_2129.jpg,9
Forest/Forest_2349.jpg,1
PermanentCrop/PermanentCrop_565.jpg,6
Industrial/Industrial_326.jpg,4
Industrial/Industrial_1859.jpg,4
PermanentCrop/PermanentCrop_2232.jpg,6
Highway/Highway_2266.jpg,3
AnnualCrop/AnnualCrop_2682.jpg,0
Forest/Forest_2903.jpg,1
Highway/Highway_1956.jpg,3
Highway/Highway_1461.jpg,3
Forest/Forest_117.jpg,1
HerbaceousVegetation/HerbaceousVegetation_1284.jpg,2
AnnualCrop/AnnualCrop_510.jpg,0
Residential/Residential_421.jpg,7
Residential/Residential_2961.jpg,7
Highway/Highway_261.jpg,3
Industrial/Industrial_2166.jpg,4
Highway/Highway_466.jpg,3
Industrial/Industrial_2450.jpg,4
Industrial/Industrial_248.jpg,4
Forest/Forest_2214.jpg,1
River/River_1483.jpg,8
River/River_576.jpg,8
Forest/Forest_1045.jpg,1
SeaLake/SeaLake_2143.jpg,9
Residential/Residential_2080.jpg,7
SeaLake/SeaLake_56.jpg,9
SeaLake/SeaLake_1349.jpg,9
Residential/Residential_2645.jpg,7
Highway/Highway_429.jpg,3
Forest/Forest_112.jpg,1
River/River_507.jpg,8
Industrial/Industrial_1571.jpg,4
SeaLake/SeaLake_2668.jpg,9
Forest/Forest_756.jpg,1
Forest/Forest_1903.jpg,1
Highway/Highway_988.jpg,3
HerbaceousVegetation/HerbaceousVegetation_2365.jpg,2
Industrial/Industrial_402.jpg,4
River/River_1409.jpg,8
Forest/Forest_726.jpg,1
Industrial/Industrial_134.jpg,4
River/River_1438.jpg,8
Residential/Residential_2018.jpg,7
Industrial/Industrial_1082.jpg,4
PermanentCrop/PermanentCrop_2049.jpg,6
PermanentCrop/PermanentCrop_1980.jpg,6
SeaLake/SeaLake_430.jpg,9
SeaLake/SeaLake_2999.jpg,9
HerbaceousVegetation/HerbaceousVegetation_1487.jpg,2
Highway/Highway_1669.jpg,3
River/River_423.jpg,8
SeaLake/SeaLake_2892.jpg,9
Forest/Forest_2640.jpg,1
Highway/Highway_2139.jpg,3
HerbaceousVegetation/HerbaceousVegetation_747.jpg,2
Highway/Highway_1524.jpg,3
River/River_1887.jpg,8
Pasture/Pasture_544.jpg,5
HerbaceousVegetation/HerbaceousVegetation_2795.jpg,2
HerbaceousVegetation/HerbaceousVegetation_1046.jpg,2
River/River_2074.jpg,8
AnnualCrop/AnnualCrop_1199.jpg,0
PermanentCrop/PermanentCrop_2373.jpg,6
AnnualCrop/AnnualCrop_18.jpg,0
SeaLake/SeaLake_34.jpg,9
Forest/Forest_2276.jpg,1
PermanentCrop/PermanentCrop_866.jpg,6
PermanentCrop/PermanentCrop_2368.jpg,6
Pasture/Pasture_248.jpg,5
Residential/Residential_2498.jpg,7
HerbaceousVegetation/HerbaceousVegetation_2551.jpg,2
Highway/Highway_1117.jpg,3
Industrial/Industrial_1620.jpg,4
River/River_1012.jpg,8
River/River_937.jpg,8
Forest/Forest_2546.jpg,1
Forest/Forest_131.jpg,1
Forest/Forest_2361.jpg,1
HerbaceousVegetation/HerbaceousVegetation_2613.jpg,2
AnnualCrop/AnnualCrop_2729.jpg,0
SeaLake/SeaLake_655.jpg,9
Pasture/Pasture_887.jpg,5
AnnualCrop/AnnualCrop_188.jpg,0
SeaLake/SeaLake_1791.jpg,9
Forest/Forest_1783.jpg,1
SeaLake/SeaLake_1647.jpg,9
Residential/Residential_144.jpg,7
Highway/Highway_1065.jpg,3
AnnualCrop/AnnualCrop_1522.jpg,0
PermanentCrop/PermanentCrop_2174.jpg,6
Industrial/Industrial_1272.jpg,4
PermanentCrop/PermanentCrop_145.jpg,6
Residential/Residential_632.jpg,7
River/River_535.jpg,8
AnnualCrop/AnnualCrop_158.jpg,0
River/River_1215.jpg,8
PermanentCrop/PermanentCrop_1108.jpg,6
SeaLake/SeaLake_1922.jpg,9
AnnualCrop/AnnualCrop_2306.jpg,0
Industrial/Industrial_764.jpg,4
HerbaceousVegetation/HerbaceousVegetation_515.jpg,2
SeaLake/SeaLake_1310.jpg,9
Highway/Highway_1828.jpg,3
AnnualCrop/AnnualCrop_1666.jpg,0
HerbaceousVegetation/HerbaceousVegetation_2222.jpg,2
River/River_1736.jpg,8
Pasture/Pasture_982.jpg,5
HerbaceousVegetation/HerbaceousVegetation_520.jpg,2
AnnualCrop/AnnualCrop_2813.jpg,0
Industrial/Industrial_417.jpg,4
PermanentCrop/PermanentCrop_1736.jpg,6
Highway/Highway_48.jpg,3
Forest/Forest_489.jpg,1
HerbaceousVegetation/HerbaceousVegetation_809.jpg,2
PermanentCrop/PermanentCrop_203.jpg,6
Industrial/Industrial_2196.jpg,4
PermanentCrop/PermanentCrop_2159.jpg,6
HerbaceousVegetation/HerbaceousVegetation_1796.jpg,2
Industrial/Industrial_2087.jpg,4
Industrial/Industrial_952.jpg,4
PermanentCrop/PermanentCrop_1424.jpg,6
PermanentCrop/PermanentCrop_2227.jpg,6
River/River_730.jpg,8
Pasture/Pasture_1089.jpg,5
PermanentCrop/PermanentCrop_1171.jpg,6
PermanentCrop/PermanentCrop_822.jpg,6
SeaLake/SeaLake_1584.jpg,9
Pasture/Pasture_538.jpg,5
HerbaceousVegetation/HerbaceousVegetation_38.jpg,2
HerbaceousVegetation/HerbaceousVegetation_492.jpg,2
Forest/Forest_2252.jpg,1
Forest/Forest_227.jpg,1
Pasture/Pasture_1897.jpg,5
AnnualCrop/AnnualCrop_529.jpg,0
Highway/Highway_1533.jpg,3
River/River_1148.jpg,8
Residential/Residential_1870.jpg,7
River/River_58.jpg,8
Highway/Highway_1356.jpg,3
Residential/Residential_588.jpg,7
Residential/Residential_2984.jpg,7
Residential/Residential_2092.jpg,7
Pasture/Pasture_148.jpg,5
AnnualCrop/AnnualCrop_106.jpg,0
Highway/Highway_131.jpg,3
Residential/Residential_1517.jpg,7
Residential/Residential_347.jpg,7
Pasture/Pasture_875.jpg,5
River/River_2014.jpg,8
Forest/Forest_1726.jpg,1
Forest/Forest_2072.jpg,1
HerbaceousVegetation/HerbaceousVegetation_2083.jpg,2
HerbaceousVegetation/HerbaceousVegetation_53.jpg,2
PermanentCrop/PermanentCrop_1521.jpg,6
Industrial/Industrial_748.jpg,4
Industrial/Industrial_636.jpg,4
HerbaceousVegetation/HerbaceousVegetation_1508.jpg,2
PermanentCrop/PermanentCrop_1689.jpg,6
SeaLake/SeaLake_1600.jpg,9
Residential/Residential_2675.jpg,7
SeaLake/SeaLake_1744.jpg,9
HerbaceousVegetation/HerbaceousVegetation_2707.jpg,2
AnnualCrop/AnnualCrop_1156.jpg,0
AnnualCrop/AnnualCrop_2175.jpg,0
River/River_640.jpg,8
Residential/Residential_52.jpg,7
River/River_696.jpg,8
SeaLake/SeaLake_1617.jpg,9
PermanentCrop/PermanentCrop_1200.jpg,6
Residential/Residential_353.jpg,7
PermanentCrop/PermanentCrop_2154.jpg,6
HerbaceousVegetation/HerbaceousVegetation_2769.jpg,2
Forest/Forest_2083.jpg,1
River/River_1142.jpg,8
PermanentCrop/PermanentCrop_1380.jpg,6
HerbaceousVegetation/HerbaceousVegetation_666.jpg,2
SeaLake/SeaLake_1164.jpg,9
Industrial/Industrial_2487.jpg,4
Highway/Highway_995.jpg,3
Pasture/Pasture_437.jpg,5
HerbaceousVegetation/HerbaceousVegetation_2736.jpg,2
Pasture/Pasture_414.jpg,5
SeaLake/SeaLake_542.jpg,9
Forest/Forest_400.jpg,1
River/River_456.jpg,8
PermanentCrop/PermanentCrop_1714.jpg,6
Residential/Residential_1311.jpg,7
Forest/Forest_1016.jpg,1
Industrial/Industrial_1040.jpg,4
Forest/Forest_2380.jpg,1
AnnualCrop/AnnualCrop_514.jpg,0
HerbaceousVegetation/HerbaceousVegetation_2502.jpg,2
AnnualCrop/AnnualCrop_2517.jpg,0
SeaLake/SeaLake_2378.jpg,9
HerbaceousVegetation/HerbaceousVegetation_2650.jpg,2
Highway/Highway_2227.jpg,3
HerbaceousVegetation/HerbaceousVegetation_961.jpg,2
Highway/Highway_654.jpg,3
HerbaceousVegetation/HerbaceousVegetation_20.jpg,2
Industrial/Industrial_165.jpg,4
River/River_2357.jpg,8
Highway/Highway_581.jpg,3
Pasture/Pasture_1397.jpg,5
SeaLake/SeaLake_734.jpg,9
PermanentCrop/PermanentCrop_1982.jpg,6
AnnualCrop/AnnualCrop_872.jpg,0
PermanentCrop/PermanentCrop_1872.jpg,6
HerbaceousVegetation/HerbaceousVegetation_2873.jpg,2
AnnualCrop/AnnualCrop_434.jpg,0
River/River_93.jpg,8
Industrial/Industrial_1270.jpg,4
Residential/Residential_863.jpg,7
Highway/Highway_1941.jpg,3
Forest/Forest_2811.jpg,1
Highway/Highway_1982.jpg,3
PermanentCrop/PermanentCrop_259.jpg,6
AnnualCrop/AnnualCrop_1543.jpg,0
Forest/Forest_1459.jpg,1
HerbaceousVegetation/HerbaceousVegetation_2257.jpg,2
Residential/Residential_2621.jpg,7
Residential/Residential_2578.jpg,7
SeaLake/SeaLake_640.jpg,9
Forest/Forest_1107.jpg,1
Highway/Highway_1873.jpg,3
Forest/Forest_1566.jpg,1
Forest/Forest_289.jpg,1
Residential/Residential_569.jpg,7
Residential/Residential_2409.jpg,7
Pasture/Pasture_314.jpg,5
Forest/Forest_1421.jpg,1
AnnualCrop/AnnualCrop_584.jpg,0
HerbaceousVegetation/HerbaceousVegetation_2149.jpg,2
AnnualCrop/AnnualCrop_2748.jpg,0
AnnualCrop/AnnualCrop_2457.jpg,0
Industrial/Industrial_612.jpg,4
Forest/Forest_2298.jpg,1
SeaLake/SeaLake_1693.jpg,9
Highway/Highway_601.jpg,3
Forest/Forest_1145.jpg,1
Industrial/Industrial_2351.jpg,4
PermanentCrop/PermanentCrop_1120.jpg,6
Pasture/Pasture_776.jpg,5
Pasture/Pasture_720.jpg,5
HerbaceousVegetation/HerbaceousVegetation_977.jpg,2
SeaLake/SeaLake_537.jpg,9
Forest/Forest_1272.jpg,1
Industrial/Industrial_1526.jpg,4
Residential/Residential_1312.jpg,7
Forest/Forest_2744.jpg,1
Residential/Residential_677.jpg,7
River/River_2421.jpg,8
Forest/Forest_43.jpg,1
Highway/Highway_1750.jpg,3
Industrial/Industrial_296.jpg,4
River/River_42.jpg,8
AnnualCrop/AnnualCrop_2742.jpg,0
River/River_2135.jpg,8
SeaLake/SeaLake_2110.jpg,9
Forest/Forest_1151.jpg,1
Pasture/Pasture_995.jpg,5
SeaLake/SeaLake_1613.jpg,9
Industrial/Industrial_1136.jpg,4
River/River_1650.jpg,8
SeaLake/SeaLake_1659.jpg,9
River/River_1952.jpg,8
River/River_715.jpg,8
River/River_1135.jpg,8
HerbaceousVegetation/HerbaceousVegetation_1008.jpg,2
Industrial/Industrial_483.jpg,4
Forest/Forest_1423.jpg,1
SeaLake/SeaLake_46.jpg,9
Residential/Residential_2879.jpg,7
Industrial/Industrial_198.jpg,4
Pasture/Pasture_309.jpg,5
Highway/Highway_1322.jpg,3
Residential/Residential_2837.jpg,7
Pasture/Pasture_498.jpg,5
River/River_2451.jpg,8
Forest/Forest_1774.jpg,1
River/River_541.jpg,8
HerbaceousVegetation/HerbaceousVegetation_304.jpg,2
HerbaceousVegetation/HerbaceousVegetation_2163.jpg,2
PermanentCrop/PermanentCrop_915.jpg,6
Highway/Highway_78.jpg,3
SeaLake/SeaLake_1588.jpg,9
SeaLake/SeaLake_711.jpg,9
AnnualCrop/AnnualCrop_985.jpg,0
PermanentCrop/PermanentCrop_688.jpg,6
Forest/Forest_2735.jpg,1
Highway/Highway_790.jpg,3
SeaLake/SeaLake_2785.jpg,9
River/River_717.jpg,8
HerbaceousVegetation/HerbaceousVegetation_1848.jpg,2
HerbaceousVegetation/HerbaceousVegetation_929.jpg,2
SeaLake/SeaLake_2941.jpg,9
PermanentCrop/PermanentCrop_2078.jpg,6
HerbaceousVegetation/HerbaceousVegetation_1856.jpg,2
AnnualCrop/AnnualCrop_2718.jpg,0
Industrial/Industrial_2055.jpg,4
SeaLake/SeaLake_1139.jpg,9
SeaLake/SeaLake_355.jpg,9
Pasture/Pasture_1269.jpg,5
SeaLake/SeaLake_1945.jpg,9
SeaLake/SeaLake_853.jpg,9
AnnualCrop/AnnualCrop_1336.jpg,0
Forest/Forest_786.jpg,1
Residential/Residential_1968.jpg,7
River/River_442.jpg,8
AnnualCrop/AnnualCrop_1669.jpg,0
River/River_2025.jpg,8
SeaLake/SeaLake_994.jpg,9
Forest/Forest_1183.jpg,1
Forest/Forest_816.jpg,1
PermanentCrop/PermanentCrop_188.jpg,6
Industrial/Industrial_716.jpg,4
Residential/Residential_1800.jpg,7
HerbaceousVegetation/HerbaceousVegetation_1278.jpg,2
Residential/Residential_2067.jpg,7
SeaLake/SeaLake_578.jpg,9
HerbaceousVegetation/HerbaceousVegetation_1105.jpg,2
Forest/Forest_1935.jpg,1
HerbaceousVegetation/HerbaceousVegetation_1540.jpg,2
Forest/Forest_101.jpg,1
SeaLake/SeaLake_225.jpg,9
Pasture/Pasture_1195.jpg,5
HerbaceousVegetation/HerbaceousVegetation_2116.jpg,2
SeaLake/SeaLake_1677.jpg,9
River/River_565.jpg,8
AnnualCrop/AnnualCrop_1151.jpg,0
AnnualCrop/AnnualCrop_1369.jpg,0
AnnualCrop/AnnualCrop_1253.jpg,0
AnnualCrop/AnnualCrop_2796.jpg,0
PermanentCrop/PermanentCrop_1364.jpg,6
Industrial/Industrial_534.jpg,4
Residential/Residential_1052.jpg,7
Forest/Forest_1961.jpg,1
Residential/Residential_1784.jpg,7
HerbaceousVegetation/HerbaceousVegetation_2393.jpg,2
Pasture/Pasture_595.jpg,5
SeaLake/SeaLake_1761.jpg,9
SeaLake/SeaLake_758.jpg,9
AnnualCrop/AnnualCrop_1609.jpg,0
River/River_1430.jpg,8
Forest/Forest_1419.jpg,1
Residential/Residential_119.jpg,7
Forest/Forest_2231.jpg,1
Residential/Residential_956.jpg,7
AnnualCrop/AnnualCrop_2793.jpg,0
HerbaceousVegetation/HerbaceousVegetation_676.jpg,2
River/River_2020.jpg,8
HerbaceousVegetation/HerbaceousVegetation_1964.jpg,2
AnnualCrop/AnnualCrop_100.jpg,0
Highway/Highway_40.jpg,3
PermanentCrop/PermanentCrop_2292.jpg,6
Residential/Residential_1546.jpg,7
Forest/Forest_1158.jpg,1
HerbaceousVegetation/HerbaceousVegetation_239.jpg,2
AnnualCrop/AnnualCrop_1118.jpg,0
Residential/Residential_992.jpg,7
HerbaceousVegetation/HerbaceousVegetation_2428.jpg,2
AnnualCrop/AnnualCrop_1537.jpg,0
HerbaceousVegetation/HerbaceousVegetation_150.jpg,2
HerbaceousVegetation/HerbaceousVegetation_1037.jpg,2
Industrial/Industrial_2158.jpg,4
AnnualCrop/AnnualCrop_686.jpg,0
PermanentCrop/PermanentCrop_637.jpg,6
SeaLake/SeaLake_2106.jpg,9
AnnualCrop/AnnualCrop_1621.jpg,0
Highway/Highway_176.jpg,3
AnnualCrop/AnnualCrop_1990.jpg,0
AnnualCrop/AnnualCrop_1265.jpg,0
Pasture/Pasture_856.jpg,5
Pasture/Pasture_303.jpg,5
Industrial/Industrial_2443.jpg,4
HerbaceousVegetation/HerbaceousVegetation_1704.jpg,2
Pasture/Pasture_1887.jpg,5
Industrial/Industrial_445.jpg,4
Forest/Forest_2467.jpg,1
AnnualCrop/AnnualCrop_1711.jpg,0
Forest/Forest_2960.jpg,1
AnnualCrop/AnnualCrop_1455.jpg,0
AnnualCrop/AnnualCrop_2258.jpg,0
AnnualCrop/AnnualCrop_1936.jpg,0
Pasture/Pasture_466.jpg,5
Forest/Forest_2034.jpg,1
AnnualCrop/AnnualCrop_2280.jpg,0
Highway/Highway_554.jpg,3
Residential/Residential_2683.jpg,7
Residential/Residential_2166.jpg,7
Forest/Forest_2309.jpg,1
AnnualCrop/AnnualCrop_2197.jpg,0
SeaLake/SeaLake_137.jpg,9
HerbaceousVegetation/HerbaceousVegetation_2193.jpg,2
Forest/Forest_2924.jpg,1
Highway/Highway_2212.jpg,3
SeaLake/SeaLake_2101.jpg,9
Highway/Highway_1271.jpg,3
Forest/Forest_1396.jpg,1
HerbaceousVegetation/HerbaceousVegetation_1880.jpg,2
SeaLake/SeaLake_790.jpg,9
Industrial/Industrial_1392.jpg,4
Forest/Forest_116.jpg,1
River/River_682.jpg,8
PermanentCrop/PermanentCrop_1489.jpg,6
River/River_839.jpg,8
PermanentCrop/PermanentCrop_368.jpg,6
PermanentCrop/PermanentCrop_739.jpg,6
River/River_1855.jpg,8
Residential/Residential_2886.jpg,7
River/River_536.jpg,8
Forest/Forest_2388.jpg,1
Residential/Residential_820.jpg,7
Pasture/Pasture_1523.jpg,5
Residential/Residential_2077.jpg,7
Highway/Highway_34.jpg,3
SeaLake/SeaLake_784.jpg,9
HerbaceousVegetation/HerbaceousVegetation_1581.jpg,2
SeaLake/SeaLake_759.jpg,9
Residential/Residential_1439.jpg,7
AnnualCrop/AnnualCrop_131.jpg,0
PermanentCrop/PermanentCrop_1314.jpg,6
Residential/Residential_335.jpg,7
River/River_1394.jpg,8
PermanentCrop/PermanentCrop_1648.jpg,6
Pasture/Pasture_769.jpg,5
SeaLake/SeaLake_133.jpg,9
PermanentCrop/PermanentCrop_387.jpg,6
PermanentCrop/PermanentCrop_361.jpg,6
SeaLake/SeaLake_351.jpg,9
Industrial/Industrial_1217.jpg,4
River/River_956.jpg,8
SeaLake/SeaLake_1183.jpg,9
Residential/Residential_2479.jpg,7
HerbaceousVegetation/HerbaceousVegetation_1976.jpg,2
Residential/Residential_515.jpg,7
HerbaceousVegetation/HerbaceousVegetation_1695.jpg,2
Pasture/Pasture_461.jpg,5
River/River_404.jpg,8
AnnualCrop/AnnualCrop_498.jpg,0
PermanentCrop/PermanentCrop_1007.jpg,6
AnnualCrop/AnnualCrop_763.jpg,0
PermanentCrop/PermanentCrop_997.jpg,6
